0.714,11.995,18.661
0.675,11.995,18.656
0.613,11.995,18.647
0.534,11.995,18.635
0.444,11.772,18.621
0.348,11.509,18.607
0.253,11.150,18.592
0.164,10.787,18.579
0.089,10.444,18.567
0.032,10.159,18.559
-0.000,9.998,18.553
-0.003,9.981,18.553
0.019,9.981,18.556
0.060,9.981,18.562
0.115,9.981,18.570
0.179,9.981,18.579
0.246,10.116,18.589
0.310,10.291,18.599
0.365,10.443,18.608
0.407,10.571,18.614
0.429,10.662,18.618
0.428,10.662,18.618
0.407,10.662,18.615
0.371,10.662,18.610
0.325,10.662,18.603
0.276,10.662,18.595
0.227,10.655,18.588
0.184,10.538,18.581
0.152,10.451,18.576
0.137,10.409,18.574
0.143,10.409,18.575
0.174,10.409,18.579
0.226,10.409,18.587
0.294,10.409,18.597
0.371,10.503,18.608
0.452,10.756,18.620
0.531,11.081,18.632
0.602,11.379,18.643
0.661,11.671,18.652
0.700,11.867,18.658
0.714,11.939,18.661
0.700,11.939,18.659
0.659,11.939,18.653
0.599,11.939,18.644
0.522,11.939,18.633
0.434,11.720,18.620
0.340,11.463,18.606
0.245,11.107,18.591
0.153,10.731,18.577
0.070,10.349,18.565
0.000,9.998,18.554
-0.053,9.733,18.546
-0.088,9.547,18.540
-0.107,9.438,18.537
-0.111,9.418,18.536
-0.100,9.418,18.538
-0.075,9.418,18.541
-0.037,9.418,18.547
0.012,9.418,18.554
0.072,9.418,18.563
0.143,9.565,18.574
0.222,9.782,18.586
0.307,10.037,18.598
0.393,10.390,18.611
0.476,10.734,18.624
0.554,11.112,18.636
0.621,11.450,18.646
0.675,11.719,18.655
0.711,11.914,18.660
0.725,11.995,18.663
0.714,11.995,18.661
0.675,11.995,18.656
0.613,11.995,18.647
0.534,11.995,18.635
0.443,11.771,18.621
0.347,11.509,18.607
0.252,11.149,18.592
0.164,10.786,18.579
0.089,10.443,18.567
0.032,10.158,18.559
0.000,9.998,18.553
-0.003,9.982,18.553
