4.271,42.826,42.631
4.448,44.657,45.294
4.515,45.346,47.834
4.486,45.346,49.396
4.376,45.346,50.087
4.203,45.039,49.949
3.979,44.242,49.091
3.722,43.009,46.627
3.446,41.403,43.190
3.167,39.590,39.158
2.900,37.710,35.696
2.657,35.887,33.331
2.438,34.171,31.836
2.240,32.557,30.543
2.057,31.034,29.294
1.887,29.583,28.047
1.725,28.177,26.782
1.569,26.787,25.482
1.414,25.386,24.121
1.256,23.943,22.665
1.092,22.420,21.068
0.920,20.800,19.292
0.746,19.137,17.366
0.579,17.519,15.340
0.427,16.030,13.260
0.299,14.763,11.076
0.202,13.798,8.847
0.146,13.236,6.768
0.138,13.159,5.112
0.187,13.159,4.191
0.302,13.159,4.261
0.487,13.566,5.434
0.729,14.491,7.803
1.013,15.962,11.289
1.324,17.835,15.638
1.644,20.021,20.266
1.959,22.339,24.447
2.253,24.642,27.736
2.508,26.734,30.076
2.710,28.445,31.623
2.843,29.595,32.568
2.895,30.049,33.065
2.875,30.049,33.232
2.795,30.049,33.129
2.668,29.976,32.602
2.508,29.536,31.836
2.326,28.808,30.864
2.137,27.885,29.721
1.952,26.859,28.471
1.785,25.845,27.217
1.648,24.968,26.089
1.551,24.321,25.210
1.493,23.926,24.607
1.466,23.736,24.263
1.466,23.736,24.149
1.487,23.736,24.231
1.523,23.736,24.471
1.569,23.736,24.820
1.619,23.736,25.228
1.667,23.740,25.640
1.709,23.853,26.006
1.738,23.933,26.277
1.749,23.962,26.408
1.736,23.962,26.358
1.694,23.962,26.078
1.619,23.962,25.511
1.503,23.837,24.587
1.342,22.858,23.216
1.131,21.304,21.301
0.864,19.238,18.748
0.536,16.565,15.481
0.145,13.224,11.336
-0.291,8.802,5.675
-0.752,3.720,-1.738
-1.217,-1.732,-8.299
-1.665,-7.051,-14.812
-2.075,-11.972,-21.713
-2.425,-16.222,-26.890
-2.696,-19.528,-30.169
-2.865,-21.609,-32.898
-2.913,-22.196,-34.776
-2.826,-22.196,-34.934
